Assigned;Assigned[%];Time[min];Iter;IterYield[%];Speed[it/s];AddedPert;AddedPert[%];HardStudentConf;StudentConf;DistStudentConf;CommitStudentConf;TimePref;RoomPref;DistInstrPref;GrConstPref;UselessHalfHours;BrokenTimePat;TooBigRooms
57;10.018;0.047;57;100.000;20.249;0;0.000;0;0;0;0;0.000;0;0;0;0;29;187
58;10.193;0.047;58;100.000;20.467;0;0.000;0;0;0;0;0.000;0;0;0;0;33;191
59;10.369;0.048;59;100.000;20.678;0;0.000;0;0;0;0;0.000;0;0;0;0;36;195
60;10.545;0.048;60;100.000;20.930;0;0.000;0;0;0;0;0.000;0;0;0;0;36;199
61;10.721;0.048;61;100.000;21.059;0;0.000;0;0;0;0;0.000;0;0;0;0;36;199
62;10.896;0.049;62;100.000;21.285;0;0.000;0;0;0;0;0.000;0;0;0;0;36;203
63;11.072;0.049;63;100.000;21.428;0;0.000;0;0;0;0;0.000;0;0;0;0;38;203
64;11.248;0.050;64;100.000;21.505;0;0.000;0;0;0;0;0.000;0;0;0;0;38;207
65;11.424;0.050;65;100.000;21.765;0;0.000;0;0;0;0;0.000;0;0;0;0;38;211
66;11.599;0.050;66;100.000;21.954;0;0.000;0;0;0;0;0.000;0;0;0;0;40;211
67;11.775;0.050;67;100.000;22.210;0;0.000;0;0;0;0;0.000;0;0;0;1;40;215
68;11.951;0.050;68;100.000;22.465;0;0.000;0;0;0;0;0.000;0;0;0;1;40;219
69;12.127;0.051;69;100.000;22.751;0;0.000;0;0;0;0;0.000;0;0;0;1;40;223
70;12.302;0.051;70;100.000;23.024;0;0.000;0;0;0;0;0.000;0;0;0;1;40;227
71;12.478;0.051;71;100.000;23.229;0;0.000;0;0;0;0;0.000;0;0;0;1;40;227
72;12.654;0.051;72;100.000;23.325;0;0.000;0;0;0;0;0.000;0;0;0;1;40;231
73;12.830;0.052;73;100.000;23.517;0;0.000;0;0;0;0;0.000;0;0;0;2;40;232
74;13.005;0.052;74;100.000;23.551;0;0.000;0;0;0;0;0.000;0;0;0;2;40;236
75;13.181;0.052;75;100.000;23.813;0;0.000;0;0;0;0;0.000;0;0;0;2;40;240
76;13.357;0.053;76;100.000;24.080;0;0.000;0;0;0;0;0.000;0;0;0;2;40;244
77;13.533;0.053;77;100.000;24.233;0;0.000;0;0;0;0;0.000;0;0;0;2;42;244
78;13.708;0.053;78;100.000;24.497;0;0.000;0;0;0;0;0.000;0;0;0;2;42;248
79;13.884;0.053;79;100.000;24.650;0;0.000;0;0;0;0;0.000;0;0;0;2;42;252
80;14.060;0.054;80;100.000;24.785;0;0.000;0;0;0;0;0.000;0;0;0;2;44;256
81;14.236;0.054;81;100.000;24.992;0;0.000;0;0;0;0;0.000;0;0;0;2;44;260
82;14.411;0.055;82;100.000;25.071;0;0.000;0;0;0;0;0.000;0;0;0;2;46;264
83;14.587;0.055;83;100.000;25.280;0;0.000;0;0;0;0;0.000;0;0;0;2;46;268
84;14.763;0.055;84;100.000;25.355;0;0.000;0;0;0;0;0.000;0;0;0;2;46;272
85;14.938;0.055;85;100.000;25.609;0;0.000;0;0;0;0;0.000;0;0;0;2;46;276
86;15.114;0.055;86;100.000;25.831;0;0.000;0;0;0;0;0.000;0;0;0;2;46;280
87;15.290;0.056;87;100.000;26.026;0;0.000;0;0;0;0;0.000;0;0;0;2;46;284
88;15.466;0.056;88;100.000;26.184;0;0.000;0;0;0;0;0.000;0;0;0;2;46;285
89;15.641;0.056;89;100.000;26.419;0;0.000;0;0;0;0;0.000;0;0;0;2;46;289
90;15.817;0.056;90;100.000;26.669;0;0.000;0;0;0;0;0.000;0;0;0;2;46;293
91;15.993;0.057;91;100.000;26.826;0;0.000;0;0;0;0;0.000;0;0;0;2;46;297
92;16.169;0.057;92;100.000;27.024;0;0.000;0;0;0;0;0.000;0;0;0;2;48;297
93;16.344;0.057;93;100.000;27.228;0;0.000;0;0;0;0;0.000;0;0;0;2;48;297
94;16.520;0.057;94;100.000;27.306;0;0.000;0;0;0;0;0.000;0;0;0;2;48;301
95;16.696;0.057;95;100.000;27.550;0;0.000;0;0;0;0;0.000;0;0;0;2;50;305
96;16.872;0.058;96;100.000;27.824;0;0.000;0;0;0;0;0.000;0;0;0;2;52;305
97;17.047;0.058;97;100.000;28.054;0;0.000;0;0;0;0;0.000;0;0;0;2;55;305
98;17.223;0.058;98;100.000;28.166;0;0.000;0;0;0;0;0.000;0;0;0;2;57;309
99;17.399;0.058;99;100.000;28.387;0;0.000;0;0;0;0;0.000;0;0;0;2;57;310
100;17.575;0.058;100;100.000;28.600;0;0.000;0;0;0;0;0.000;0;0;0;2;57;311
101;17.750;0.058;101;100.000;28.829;0;0.000;0;0;0;0;0.000;0;0;0;2;57;315
102;17.926;0.059;102;100.000;28.986;0;0.000;0;0;0;0;0.000;0;0;0;2;61;319
103;18.102;0.059;103;100.000;29.216;0;0.000;0;0;0;0;0.000;0;0;0;2;61;323
104;18.278;0.059;104;100.000;29.427;0;0.000;0;0;0;0;0.000;0;0;0;2;61;327
105;18.453;0.067;105;100.000;25.959;0;0.000;0;0;0;0;0.000;0;0;0;2;61;331
106;18.629;0.067;106;100.000;26.181;0;0.000;0;0;0;0;0.000;0;0;0;2;64;335
107;18.805;0.068;107;100.000;26.249;0;0.000;0;0;0;0;0.000;0;0;0;2;64;339
108;18.981;0.068;108;100.000;26.461;0;0.000;0;0;0;0;0.000;0;0;0;3;64;343
109;19.156;0.068;109;100.000;26.660;0;0.000;0;0;0;0;0.000;0;0;0;3;64;344
110;19.332;0.068;110;100.000;26.835;0;0.000;0;0;0;0;0.000;0;0;0;3;64;348
111;19.508;0.069;111;100.000;26.976;0;0.000;0;0;0;0;0.000;0;0;0;3;64;352
112;19.684;0.069;112;100.000;27.129;0;0.000;0;0;0;0;0.000;0;0;0;3;66;356
113;19.859;0.069;113;100.000;27.282;0;0.000;0;0;0;0;0.000;0;0;0;3;66;360
114;20.035;0.069;114;100.000;27.369;0;0.000;0;0;0;0;0.000;0;0;0;3;66;364
115;20.211;0.070;115;100.000;27.521;0;0.000;0;0;0;0;0.000;0;0;0;3;66;368
116;20.387;0.070;116;100.000;27.658;0;0.000;0;0;0;0;0.000;0;0;0;3;66;372
117;20.562;0.070;117;100.000;27.784;0;0.000;0;0;0;0;0.000;0;0;0;3;66;372
118;20.738;0.071;118;100.000;27.824;0;0.000;0;0;0;0;0.000;0;0;0;3;68;376
119;20.914;0.071;119;100.000;27.969;0;0.000;0;0;0;0;0.000;0;0;0;3;68;380
120;21.090;0.071;120;100.000;28.136;0;0.000;0;0;0;0;0.000;0;0;0;3;68;380
121;21.265;0.071;121;100.000;28.213;0;0.000;0;0;0;0;0.000;0;0;0;3;68;384
122;21.441;0.072;122;100.000;28.377;0;0.000;0;0;0;0;0.000;0;0;0;3;68;388
123;21.617;0.072;123;100.000;28.583;0;0.000;0;0;0;0;0.000;0;0;0;3;68;392
124;21.793;0.072;124;100.000;28.766;0;0.000;0;0;0;0;0.000;0;0;0;3;68;392
125;21.968;0.072;125;100.000;28.845;0;0.000;0;0;0;0;0.000;0;0;0;4;68;396
126;22.144;0.072;126;100.000;29.012;0;0.000;0;0;0;0;0.000;0;0;0;4;68;400
127;22.320;0.072;127;100.000;29.198;0;0.000;0;0;0;0;0.000;0;0;0;4;68;404
128;22.496;0.073;128;100.000;29.337;0;0.000;0;0;0;0;0.000;0;0;0;4;70;408
129;22.671;0.073;129;100.000;29.518;0;0.000;0;0;0;0;0.000;0;0;0;4;70;412
130;22.847;0.073;130;100.000;29.670;0;0.000;0;0;0;0;0.000;0;0;0;4;73;416
131;23.023;0.073;131;100.000;29.860;0;0.000;0;0;0;0;0.000;0;0;0;4;75;420
132;23.199;0.073;132;100.000;30.005;0;0.000;0;0;0;0;0.000;0;0;0;4;79;420
133;23.374;0.073;133;100.000;30.192;0;0.000;0;0;0;0;0.000;0;0;0;4;83;420
134;23.550;0.074;134;100.000;30.373;0;0.000;0;0;0;0;0.000;0;0;0;4;83;424
135;23.726;0.074;135;100.000;30.409;0;0.000;0;0;0;0;0.000;0;0;0;4;83;425
136;23.902;0.074;136;100.000;30.527;0;0.000;0;0;0;0;0.000;0;0;0;5;85;429
137;24.077;0.074;137;100.000;30.709;0;0.000;0;0;0;0;0.000;0;0;0;5;85;433
138;24.253;0.075;138;100.000;30.853;0;0.000;0;0;0;0;0.000;0;0;0;5;89;437
139;24.429;0.075;139;100.000;31.005;0;0.000;0;0;0;0;0.000;0;0;0;5;89;437
140;24.605;0.075;140;100.000;31.207;0;0.000;0;0;0;0;0.000;0;0;0;5;91;441
141;24.780;0.075;141;100.000;31.335;0;0.000;0;0;0;0;0.000;0;0;0;5;91;445
142;24.956;0.075;142;100.000;31.473;0;0.000;0;0;0;0;0.000;0;0;0;5;91;445
143;25.132;0.075;143;100.000;31.667;0;0.000;0;0;0;0;0.000;0;0;0;5;91;449
144;25.308;0.075;144;100.000;31.843;0;0.000;0;0;0;0;0.000;0;0;0;5;91;449
145;25.483;0.075;145;100.000;32.029;0;0.000;0;0;0;0;0.000;0;0;0;5;91;453
146;25.659;0.076;146;100.000;32.164;0;0.000;0;0;0;0;0.000;0;0;0;5;91;457
147;25.835;0.076;147;100.000;32.269;0;0.000;0;0;0;0;0.000;0;0;0;5;91;461
148;26.011;0.076;148;100.000;32.463;0;0.000;0;0;0;0;0.000;0;0;0;5;91;465
149;26.186;0.076;149;100.000;32.627;0;0.000;0;0;0;0;0.000;0;0;0;5;93;469
150;26.362;0.076;150;100.000;32.777;0;0.000;0;0;0;0;0.000;0;0;0;5;93;473
151;26.538;0.077;151;100.000;32.865;0;0.000;0;0;0;0;0.000;0;0;0;5;95;477
152;26.714;0.077;152;100.000;33.050;0;0.000;0;0;0;0;0.000;0;0;0;5;95;481
153;26.889;0.077;153;100.000;33.155;0;0.000;0;0;0;0;0.000;0;0;0;5;99;485
154;27.065;0.077;154;100.000;33.337;0;0.000;0;0;0;0;0.000;0;0;0;5;99;489
155;27.241;0.077;155;100.000;33.508;0;0.000;0;0;0;0;0.000;0;0;0;5;101;489
156;27.417;0.077;156;100.000;33.623;0;0.000;0;0;0;0;0.000;0;0;0;5;101;489
157;27.592;0.078;157;100.000;33.710;0;0.000;0;0;0;0;0.000;0;0;0;5;101;493
158;27.768;0.078;158;100.000;33.788;0;0.000;0;0;0;0;0.000;0;0;0;5;101;497
159;27.944;0.078;159;100.000;33.912;0;0.000;0;0;0;0;0.000;0;0;0;5;101;501
160;28.120;0.078;160;100.000;34.023;0;0.000;0;0;0;0;0.000;0;0;0;5;101;505
161;28.295;0.079;161;100.000;34.113;0;0.000;0;0;0;0;0.000;0;0;0;5;101;509
162;28.471;0.079;162;100.000;34.202;0;0.000;0;0;0;0;0.000;0;0;0;5;101;513
163;28.647;0.079;163;100.000;34.318;0;0.000;0;0;0;0;0.000;0;0;0;5;103;517
164;28.822;0.089;164;100.000;30.624;0;0.000;0;9;0;0;0.000;0;0;0;5;103;521
165;28.998;0.089;165;100.000;30.731;0;0.000;0;9;0;0;0.000;0;0;0;5;107;521
166;29.174;0.090;166;100.000;30.759;0;0.000;0;9;0;0;0.000;0;0;0;5;109;525
167;29.350;0.090;167;100.000;30.882;0;0.000;0;9;0;0;0.000;0;0;0;5;109;529
168;29.525;0.090;168;100.000;30.960;0;0.000;0;9;0;0;0.000;0;0;0;5;109;529
169;29.701;0.091;169;100.000;31.050;0;0.000;0;9;0;0;0.000;0;0;0;5;109;533
170;29.877;0.091;170;100.000;31.187;0;0.000;0;9;0;0;0.000;0;0;0;5;109;537
171;30.053;0.091;171;100.000;31.248;0;0.000;0;9;0;0;0.000;0;0;0;5;111;541
172;30.228;0.091;172;100.000;31.361;0;0.000;0;9;0;0;0.000;0;0;0;5;115;541
173;30.404;0.092;173;100.000;31.501;0;0.000;0;9;0;0;0.000;0;0;0;5;118;541
174;30.580;0.092;174;100.000;31.600;0;0.000;0;9;0;0;0.000;0;0;0;5;118;545
175;30.756;0.092;175;100.000;31.653;0;0.000;0;9;0;0;0.000;0;0;0;5;118;549
176;30.931;0.092;176;100.000;31.713;0;0.000;0;9;0;0;0.000;0;0;0;5;120;553
177;31.107;0.093;177;100.000;31.802;0;0.000;0;9;0;0;0.000;0;0;0;5;120;553
178;31.283;0.093;178;100.000;31.902;0;0.000;0;9;0;0;0.000;0;0;0;5;120;557
179;31.459;0.093;179;100.000;32.039;0;0.000;0;9;0;0;0.000;0;0;0;5;124;561
180;31.634;0.093;180;100.000;32.121;0;0.000;0;22;0;0;0.000;0;0;0;5;124;561
181;31.810;0.094;181;100.000;32.217;0;0.000;0;22;0;0;0.000;0;0;0;5;124;561
182;31.986;0.094;182;100.000;32.320;0;0.000;0;22;0;0;0.000;0;0;0;5;124;565
183;32.162;0.094;183;100.000;32.426;0;0.000;0;22;0;0;0.000;0;0;0;5;124;569
184;32.337;0.095;184;100.000;32.406;0;0.000;0;22;0;0;0.000;0;0;0;5;124;573
185;32.513;0.095;185;100.000;32.516;0;0.000;0;22;0;0;0.000;0;0;0;5;124;577
186;32.689;0.095;186;100.000;32.528;0;0.000;0;22;0;0;0.000;0;0;0;5;124;581
187;32.865;0.095;187;100.000;32.639;0;0.000;0;22;0;0;0.000;0;0;0;5;127;585
188;33.040;0.096;188;100.000;32.767;0;0.000;0;22;0;0;0.000;0;0;0;5;129;589
189;33.216;0.096;189;100.000;32.870;0;0.000;0;22;0;0;0.000;0;0;0;5;131;593
190;33.392;0.096;190;100.000;32.885;0;0.000;0;22;0;0;0.000;0;0;0;5;131;597
191;33.568;0.096;191;100.000;32.990;0;0.000;0;22;0;0;0.000;0;0;0;5;131;601
192;33.743;0.097;192;100.000;33.063;0;0.000;0;22;0;0;0.000;0;0;0;5;131;601
193;33.919;0.097;193;100.000;33.168;0;0.000;0;22;0;0;0.000;0;0;0;5;134;605
194;34.095;0.097;194;100.000;33.256;0;0.000;0;22;0;0;0.000;0;0;0;5;134;605
195;34.271;0.098;195;100.000;33.307;0;0.000;0;22;0;0;0.000;0;0;0;5;134;609
196;34.446;0.098;196;100.000;33.386;0;0.000;0;22;0;0;0.000;0;0;0;5;134;609
197;34.622;0.098;197;100.000;33.519;0;0.000;0;22;0;0;0.000;0;0;0;5;134;609
198;34.798;0.098;198;100.000;33.641;0;0.000;0;22;0;0;0.000;0;0;0;6;134;609
199;34.974;0.098;199;100.000;33.779;0;0.000;0;22;0;0;0.000;0;0;0;6;134;613
200;35.149;0.098;200;100.000;33.846;0;0.000;0;25;0;0;0.000;0;0;0;6;134;613
201;35.325;0.099;201;100.000;33.859;0;0.000;0;25;0;0;0.000;0;0;0;6;136;613
202;35.501;0.099;202;100.000;33.978;0;0.000;0;25;0;0;0.000;0;0;0;6;136;617
203;35.677;0.099;203;100.000;34.094;0;0.000;0;25;0;0;0.000;0;0;0;6;136;621
204;35.852;0.100;204;100.000;34.082;0;0.000;0;25;0;0;0.000;0;0;0;6;138;625
205;36.028;0.100;205;100.000;34.147;0;0.000;0;25;0;0;0.000;0;0;0;6;138;629
206;36.204;0.101;206;100.000;34.133;0;0.000;0;25;0;0;0.000;0;0;0;6;138;633
207;36.380;0.101;207;100.000;34.245;0;0.000;0;25;0;0;0.000;0;0;0;7;141;637
208;36.555;0.101;208;100.000;34.360;0;0.000;0;25;0;0;0.000;0;0;0;7;141;641
209;36.731;0.101;209;100.000;34.387;0;0.000;0;25;0;0;10.000;0;0;0;7;141;645
210;36.907;0.102;210;100.000;34.286;0;0.000;0;29;0;0;10.000;0;0;0;7;143;649
211;37.083;0.103;211;100.000;34.295;0;0.000;0;29;0;0;10.000;0;0;0;7;147;653
212;37.258;0.103;212;100.000;34.167;0;0.000;0;29;0;0;10.000;0;0;0;7;147;654
213;37.434;0.104;213;100.000;34.187;0;0.000;0;29;0;0;10.000;0;0;0;7;147;658
214;37.610;0.104;214;100.000;34.291;0;0.000;0;29;0;0;20.000;0;0;0;7;147;662
215;37.786;0.105;215;100.000;34.032;0;0.000;0;29;0;0;20.000;0;0;0;7;147;666
216;37.961;0.105;216;100.000;34.137;0;0.000;0;29;0;0;20.000;0;0;0;7;147;670
217;38.137;0.106;217;100.000;34.200;0;0.000;0;29;0;0;20.000;0;0;0;7;147;674
218;38.313;0.106;218;100.000;34.228;0;0.000;0;29;0;0;20.000;0;0;0;7;147;678
219;38.489;0.106;219;100.000;34.342;0;0.000;0;29;0;0;20.000;0;0;0;7;149;682
220;38.664;0.107;220;100.000;34.421;0;0.000;0;29;0;0;20.000;0;0;0;7;149;682
221;38.840;0.107;221;100.000;34.471;0;0.000;0;29;0;0;20.000;0;0;0;7;149;686
222;39.016;0.107;222;100.000;34.551;0;0.000;0;29;0;0;20.000;0;0;0;7;149;690
223;39.192;0.107;223;100.000;34.669;0;0.000;0;29;0;0;20.000;0;0;0;8;149;694
224;39.367;0.107;224;100.000;34.738;0;0.000;0;29;0;0;20.000;0;0;0;8;151;698
225;39.543;0.108;225;100.000;34.818;0;0.000;0;29;0;0;20.000;0;0;0;8;151;702
226;39.719;0.108;226;100.000;34.906;0;0.000;0;38;0;0;20.000;0;0;0;8;155;702
227;39.895;0.108;227;100.000;35.031;0;0.000;0;38;0;0;20.000;0;0;0;8;155;706
228;40.070;0.108;228;100.000;35.127;0;0.000;0;38;0;0;30.000;0;0;0;8;155;706
229;40.246;0.108;229;100.000;35.187;0;0.000;0;38;0;0;30.000;0;0;0;8;157;706
230;40.422;0.109;230;100.000;35.271;0;0.000;0;38;0;0;30.000;0;0;0;8;159;706
231;40.598;0.109;231;100.000;35.339;0;0.000;0;42;0;0;30.000;0;0;0;8;159;706
232;40.773;0.109;232;100.000;35.387;0;0.000;0;42;0;0;30.000;0;0;0;8;159;706
233;40.949;0.109;233;100.000;35.515;0;0.000;0;42;0;0;30.000;0;0;0;8;159;710
234;41.125;0.109;234;100.000;35.631;0;0.000;0;42;0;0;30.000;0;0;0;9;159;714
235;41.301;0.110;235;100.000;35.764;0;0.000;0;42;0;0;30.000;0;0;0;9;159;718
236;41.476;0.110;236;100.000;35.886;0;0.000;0;42;0;0;30.000;0;0;0;9;159;718
237;41.652;0.110;237;100.000;35.999;0;0.000;0;42;0;0;30.000;0;0;0;9;159;718
238;41.828;0.110;238;100.000;36.079;0;0.000;0;42;0;0;30.000;0;0;0;9;159;722
239;42.004;0.110;239;100.000;36.183;0;0.000;0;42;0;0;30.000;0;0;0;9;159;723
240;42.179;0.110;240;100.000;36.264;0;0.000;0;42;0;0;30.000;0;0;0;9;159;723
241;42.355;0.111;241;100.000;36.348;0;0.000;0;42;0;0;30.000;0;0;0;9;159;727
242;42.531;0.111;242;100.000;36.393;0;0.000;0;42;0;0;30.000;0;0;0;9;161;727
243;42.707;0.111;243;100.000;36.495;0;0.000;0;42;0;0;30.000;0;0;0;9;161;727
244;42.882;0.111;244;100.000;36.612;0;0.000;0;42;0;0;30.000;0;0;0;9;161;731
245;43.058;0.112;245;100.000;36.597;0;0.000;0;42;0;0;30.000;0;0;0;9;161;735
246;43.234;0.112;246;100.000;36.640;0;0.000;0;42;0;0;40.000;0;0;0;9;161;735
247;43.409;0.112;247;100.000;36.728;0;0.000;0;42;0;0;40.000;0;0;0;9;161;739
248;43.585;0.112;248;100.000;36.786;0;0.000;0;42;0;0;50.000;0;0;0;9;161;743
249;43.761;0.113;250;99.600;36.801;0;0.000;0;42;0;0;50.000;0;0;0;8;161;750
250;43.937;0.114;251;99.602;36.824;0;0.000;0;42;0;0;50.000;0;0;0;8;161;754
251;44.112;0.114;252;99.603;36.919;0;0.000;0;42;0;0;50.000;0;0;0;8;161;758
252;44.288;0.114;253;99.605;36.932;0;0.000;0;42;0;0;50.000;0;0;0;8;163;762
253;44.464;0.114;254;99.606;36.980;0;0.000;0;42;0;0;50.000;0;0;0;8;163;766
254;44.640;0.115;255;99.608;37.082;0;0.000;0;42;0;0;50.000;0;0;0;8;165;770
255;44.815;0.115;256;99.609;37.165;0;0.000;0;42;0;0;50.000;0;0;0;8;167;774
256;44.991;0.115;257;99.611;37.219;0;0.000;0;42;0;0;50.000;0;0;0;8;167;774
257;45.167;0.115;258;99.612;37.325;0;0.000;0;42;0;0;50.000;0;0;0;8;167;778
258;45.343;0.115;259;99.614;37.437;0;0.000;0;42;0;0;50.000;0;0;0;8;167;782
259;45.518;0.116;260;99.615;37.454;0;0.000;0;42;0;0;50.000;0;0;0;8;167;786
260;45.694;0.116;261;99.617;37.539;0;0.000;0;42;0;0;50.000;0;0;0;8;167;790
261;45.870;0.116;262;99.618;37.648;0;0.000;0;42;0;0;50.000;0;0;0;8;170;794
262;46.046;0.116;263;99.620;37.762;0;0.000;0;42;0;0;50.000;0;0;0;8;170;798
263;46.221;0.116;264;99.621;37.830;0;0.000;0;42;0;0;50.000;0;0;0;8;170;802
264;46.397;0.117;265;99.623;37.897;0;0.000;0;42;0;0;50.000;0;0;0;8;174;806
265;46.573;0.117;266;99.624;37.911;0;0.000;0;42;0;0;50.000;0;0;0;8;174;810
266;46.749;0.117;267;99.625;37.920;0;0.000;0;43;0;0;50.000;0;0;0;8;174;814
267;46.924;0.118;268;99.627;37.884;0;0.000;0;43;0;0;50.000;0;0;0;8;176;818
268;47.100;0.118;269;99.628;37.989;0;0.000;0;43;0;0;50.000;0;0;0;8;176;822
269;47.276;0.118;270;99.630;38.102;0;0.000;0;43;0;0;50.000;0;0;0;8;176;826
270;47.452;0.118;271;99.631;38.208;0;0.000;0;43;0;0;50.000;0;0;0;8;178;830
271;47.627;0.118;272;99.632;38.269;0;0.000;0;43;0;0;50.000;0;0;0;8;178;834
272;47.803;0.127;273;99.634;35.825;0;0.000;0;43;0;0;50.000;0;0;0;8;178;838
273;47.979;0.127;274;99.635;35.841;0;0.000;0;43;0;0;50.000;0;0;0;8;178;842
