Assigned;Assigned[%];Time[min];Iter;IterYield[%];Speed[it/s];AddedPert;AddedPert[%];HardStudentConf;StudentConf;DistStudentConf;CommitStudentConf;TimePref;RoomPref;DistInstrPref;GrConstPref;UselessHalfHours;BrokenTimePat;TooBigRooms
530;93.146;0.263;616;86.039;39.004;0;0.000;21;351;82;0;210.000;0;0;0;38;338;1589
531;93.322;0.263;617;86.062;39.034;0;0.000;21;351;82;0;210.000;0;0;0;38;338;1589
532;93.497;0.265;622;85.531;39.171;0;0.000;21;351;82;0;220.000;0;0;0;39;337;1589
533;93.673;0.265;623;85.554;39.167;0;0.000;21;351;82;0;220.000;0;0;0;39;339;1593
534;93.849;0.266;625;85.440;39.199;0;0.000;24;375;97;0;220.000;0;0;0;39;341;1592
535;94.025;0.266;628;85.191;39.302;0;0.000;24;375;97;0;220.000;0;0;0;40;343;1600
536;94.200;0.269;643;83.359;39.835;0;0.000;24;375;97;0;220.000;0;0;0;36;346;1600
537;94.376;0.271;654;82.110;40.169;0;0.000;24;375;97;0;220.000;0;0;0;36;344;1600
538;94.552;0.272;657;81.887;40.279;0;0.000;24;375;97;0;220.000;0;0;0;36;344;1601
539;94.728;0.284;673;80.089;39.527;0;0.000;24;387;97;0;230.000;0;0;0;37;341;1617
540;94.903;0.290;693;77.922;39.877;0;0.000;24;387;97;0;230.000;0;0;0;36;345;1609
541;95.079;0.290;694;77.954;39.882;0;0.000;75;508;149;0;230.000;0;0;0;36;345;1609
542;95.255;1.511;4241;12.780;46.783;0;0.000;26;378;105;0;230.000;0;0;0;37;352;1575
543;95.431;15.330;31849;1.705;34.627;0;0.000;26;368;93;0;230.000;0;0;0;41;339;1606
